Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Purpose of Use,Number of Platforms Used,Device Used Most,Parental Monitoring,Academic Performance,Daily Study Hours,Year of Study,Region,Year_Of_Admission
1221,21,Male,Undergraduate,Uruguay,3.8,YouTube,No,6.4,7,Single,2,6,Other,4,Desktop,Yes,Excellent,1,1st Year,South,2021
1222,24,Male,Graduate,Malaysia,2.2,LinkedIn,No,7.4,8,Single,0,3,Other,5,Laptop,Yes,Average,1,2nd Year,North,2024
1223,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,News,3,Laptop,Sometimes,Poor,2,4th Year,West,2023
1224,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Entertainment,3,Desktop,Yes,Good,4,1st Year,East,2023
1225,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,News,1,Laptop,Yes,Good,4,4th Year,Central,2022
1226,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Other,1,Laptop,Yes,Average,5,4th Year,East,2025
1227,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,Socializing,5,Desktop,Sometimes,Good,4,1st Year,South,2025
1228,20,Female,Undergraduate,USA,7.6,Whatsapp,Yes,4.7,5,In Relationship,4,9,News,4,Tablet,No,Good,4,3rd Year,North,2021
1229,21,Male,Graduate,Italy,5.3,Whatsapp,Yes,6.8,5,In Relationship,3,8,Socializing,4,Tablet,Yes,Good,4,1st Year,West,2023
1230,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Socializing,4,Tablet,No,Poor,2,4th Year,North,2022
1231,24,Female,Graduate,France,4.8,X,No,7.3,7,In Relationship,2,5,Other,3,Tablet,Sometimes,Excellent,2,2nd Year,West,2024
1232,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,Socializing,5,Desktop,Sometimes,Good,4,1st Year,South,2023
1233,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,Entertainment,2,Tablet,No,Poor,3,4th Year,North,2022
1234,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,Education,5,Tablet,Yes,Average,2,3rd Year,Central,2022
1235,22,Male,Graduate,Canada,4.4,Whatsapp,Yes,7.8,6,Single,3,7,News,5,Tablet,No,Poor,1,2nd Year,North,2020
1236,21,Male,Graduate,Pakistan,4.4,Instagram,Yes,6.9,5,In Relationship,3,7,Education,1,Desktop,No,Average,2,3rd Year,North,2024
1237,19,Female,Undergraduate,Australia,7.2,Instagram,Yes,4.5,4,Complicated,5,9,Education,2,Mobile,Sometimes,Poor,5,1st Year,Central,2020
1238,21,Male,Graduate,Italy,5,Instagram,Yes,7.1,5,Single,3,7,Socializing,1,Mobile,Sometimes,Excellent,5,4th Year,South,2021
1239,19,Female,Undergraduate,Bangladesh,5.2,Instagram,Yes,6.5,6,In Relationship,3,8,Socializing,5,Mobile,Sometimes,Average,4,4th Year,East,2020
1240,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Education,2,Tablet,Sometimes,Good,2,3rd Year,Central,2020
1241,22,Female,Graduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,4,Laptop,Yes,Poor,1,1st Year,West,2023
1242,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,Entertainment,5,Laptop,No,Good,1,4th Year,North,2025
1243,20,Female,Undergraduate,Spain,4.7,Whatsapp,Yes,7.2,6,Single,3,7,News,4,Desktop,Yes,Good,5,2nd Year,North,2022
1244,19,Female,Undergraduate,Singapore,5.3,Whatsapp,Yes,6.8,6,Single,3,7,Socializing,5,Desktop,Sometimes,Excellent,5,4th Year,West,2024
1245,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,Entertainment,4,Laptop,Sometimes,Average,3,3rd Year,North,2020
1246,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6,5,Single,4,8,Entertainment,5,Laptop,Yes,Good,1,2nd Year,South,2024
1247,20,Female,Undergraduate,Spain,4.1,Whatsapp,Yes,7.8,6,Single,3,7,Entertainment,2,Desktop,No,Excellent,5,1st Year,West,2025
1248,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,News,4,Laptop,Sometimes,Poor,4,1st Year,West,2025
1249,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.1,4,In Relationship,4,9,Socializing,1,Tablet,Sometimes,Good,3,1st Year,South,2020
1250,22,Male,Graduate,Nepal,4.1,Facebook,No,7.9,7,Single,2,5,Education,4,Tablet,No,Excellent,3,2nd Year,West,2021
1251,21,Male,Graduate,Maldives,4.8,Whatsapp,Yes,4.7,6,In Relationship,4,8,Other,1,Mobile,Yes,Poor,2,4th Year,Central,2020
1252,22,Male,Graduate,Turkey,4.4,Whatsapp,Yes,7.8,6,Single,3,7,News,3,Desktop,Yes,Poor,4,4th Year,North,2023
1253,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,Entertainment,2,Mobile,Yes,Good,5,4th Year,South,2022
1254,21,Male,Graduate,Bangladesh,6,Facebook,Yes,5.8,5,In Relationship,4,8,Education,4,Mobile,No,Poor,2,2nd Year,West,2021
1255,23,Male,Graduate,UK,6.3,X,Yes,6.2,5,Single,4,8,Socializing,5,Mobile,Yes,Excellent,3,1st Year,Central,2020
1256,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,News,4,Mobile,No,Excellent,4,4th Year,South,2024
1257,20,Female,Undergraduate,Brazil,5.7,Whatsapp,Yes,6.8,6,Single,3,7,Education,3,Desktop,Sometimes,Average,5,3rd Year,Central,2021
1258,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,Education,2,Tablet,No,Excellent,1,3rd Year,Central,2021
1259,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,Socializing,3,Laptop,No,Poor,1,2nd Year,South,2020
1260,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,Socializing,5,Mobile,Yes,Average,5,1st Year,West,2021
1261,21,Male,Undergraduate,Japan,4.3,X,No,7.6,8,Single,2,4,Other,5,Desktop,Yes,Average,5,2nd Year,North,2024
1262,23,Male,Graduate,Belarus,2.5,LinkedIn,No,7.3,8,In Relationship,1,4,Entertainment,4,Laptop,Yes,Excellent,5,1st Year,West,2025
1263,24,Male,Graduate,Denmark,4.5,X,No,7.3,7,In Relationship,2,5,Education,3,Tablet,Sometimes,Average,2,2nd Year,South,2021
1264,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,Entertainment,2,Desktop,Sometimes,Poor,4,4th Year,East,2025
1265,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,Socializing,1,Laptop,No,Excellent,5,1st Year,North,2024
1266,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,Education,2,Tablet,Sometimes,Poor,2,4th Year,Central,2020
1267,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,Other,5,Laptop,Sometimes,Average,2,4th Year,East,2022
1268,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7,Entertainment,4,Tablet,Yes,Average,1,2nd Year,North,2021
1269,20,Female,Undergraduate,USA,7,Whatsapp,Yes,5.3,5,In Relationship,4,9,News,1,Tablet,Sometimes,Good,4,1st Year,West,2022
1270,19,Female,Undergraduate,India,7,WhatsApp,Yes,5.8,5,In Relationship,4,8,Other,2,Desktop,Sometimes,Poor,4,4th Year,North,2024
1271,20,Male,Undergraduate,Denmark,4.5,X,No,7.3,7,In Relationship,2,5,Entertainment,1,Laptop,Yes,Excellent,4,2nd Year,Central,2021
1272,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,In Relationship,3,6,Socializing,4,Desktop,Sometimes,Average,2,3rd Year,South,2025
1273,24,Female,Graduate,France,4.8,X,No,7.3,7,In Relationship,2,5,Other,3,Tablet,Sometimes,Excellent,2,2nd Year,West,2023
1274,19,Female,Undergraduate,Netherlands,3.7,Whatsapp,No,8.3,8,Single,2,4,Education,3,Tablet,No,Good,2,4th Year,West,2022
1275,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,In Relationship,4,8,News,1,Tablet,Sometimes,Poor,3,1st Year,South,2021
1276,20,Female,Undergraduate,Bangladesh,4.7,Instagram,Yes,6.8,5,Single,3,7,Socializing,2,Laptop,Sometimes,Poor,3,1st Year,North,2022
1277,21,Male,Graduate,Pakistan,4.4,Instagram,Yes,6.9,5,In Relationship,3,7,Education,1,Desktop,No,Average,2,3rd Year,North,2021
1278,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,Education,1,Desktop,Sometimes,Excellent,5,3rd Year,Central,2020
1279,22,Male,Graduate,Greece,3.2,Facebook,No,6.9,7,In Relationship,2,5,Other,5,Tablet,Sometimes,Average,3,4th Year,South,2025
1280,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,Education,3,Laptop,No,Excellent,2,1st Year,North,2022
1281,22,Male,Graduate,India,5,Facebook,No,7.6,7,In Relationship,2,6,Socializing,2,Mobile,Sometimes,Poor,2,2nd Year,North,2023
1282,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.8,4,In Relationship,4,9,Socializing,3,Tablet,Yes,Average,5,2nd Year,West,2023
1283,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,Socializing,4,Mobile,Yes,Average,5,2nd Year,Central,2024
1284,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,In Relationship,4,8,News,1,Tablet,Sometimes,Poor,3,1st Year,South,2021
1285,19,Female,Undergraduate,Bangladesh,5.3,Instagram,Yes,6.1,5,Single,3,7,Entertainment,4,Laptop,Sometimes,Good,1,1st Year,South,2022
1286,19,Female,Undergraduate,Sri Lanka,4.9,Facebook,No,7.5,7,Single,2,5,Other,2,Desktop,Sometimes,Excellent,3,4th Year,Central,2024
1287,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,Education,5,Desktop,Sometimes,Excellent,4,1st Year,Central,2022
1288,20,Male,Undergraduate,Hungary,4.2,Whatsapp,Yes,6,6,Complicated,3,7,Socializing,5,Mobile,Sometimes,Poor,4,1st Year,West,2021
1289,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6,Single,3,7,Entertainment,5,Laptop,Sometimes,Poor,3,1st Year,West,2023
1290,24,Male,Graduate,USA,5.4,X,Yes,6.8,6,In Relationship,3,7,Socializing,5,Tablet,No,Excellent,1,3rd Year,West,2020
1291,23,Male,Graduate,UK,6.3,X,Yes,6.2,5,Single,4,8,Socializing,5,Mobile,Yes,Excellent,3,1st Year,Central,2023
1292,20,Female,Undergraduate,Pakistan,4.2,Instagram,Yes,7.4,5,In Relationship,4,8,Socializing,2,Mobile,Yes,Excellent,2,3rd Year,North,2024
1293,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,Entertainment,5,Tablet,No,Average,2,1st Year,South,2025
1294,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,Socializing,2,Desktop,Sometimes,Average,3,3rd Year,South,2020
1295,22,Male,Graduate,Venezuela,3.3,Facebook,No,6.7,7,In Relationship,2,5,Education,2,Tablet,No,Excellent,4,4th Year,Central,2024
1296,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,Education,3,Laptop,No,Excellent,2,1st Year,North,2021
1297,19,Female,Undergraduate,Nepal,6.2,Whatsapp,Yes,4.6,6,Single,4,8,Other,3,Mobile,No,Average,2,2nd Year,East,2020
1298,22,Female,Graduate,Malta,2.7,LinkedIn,No,7.2,8,In Relationship,1,4,Education,2,Laptop,Yes,Average,3,3rd Year,Central,2024
1299,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,Education,1,Desktop,Yes,Average,2,3rd Year,West,2021
1300,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,News,1,Tablet,No,Excellent,3,1st Year,North,2023
1301,20,Female,Undergraduate,India,5,Instagram,Yes,5,6,In Relationship,3,7,News,3,Desktop,Yes,Poor,5,1st Year,West,2025
1302,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,Other,3,Desktop,No,Good,1,4th Year,North,2021
1303,21,Male,Graduate,Denmark,3.8,Facebook,No,8,8,In Relationship,2,4,Other,4,Laptop,No,Good,5,4th Year,East,2022
1304,22,Male,Graduate,Turkey,4,Whatsapp,Yes,8.2,6,Single,3,7,News,1,Mobile,No,Poor,1,1st Year,North,2021
1305,20,Male,Undergraduate,Hungary,4.2,Whatsapp,Yes,6,6,Complicated,3,7,Socializing,5,Mobile,Sometimes,Poor,4,1st Year,West,2021
1306,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,Entertainment,1,Desktop,Yes,Average,3,4th Year,North,2025
1307,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,Other,1,Laptop,No,Excellent,3,2nd Year,West,2020
1308,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,News,4,Mobile,Sometimes,Excellent,5,2nd Year,East,2024
1309,19,Female,Undergraduate,USA,6.6,Whatsapp,Yes,5.6,4,In Relationship,4,9,News,4,Mobile,Yes,Poor,2,2nd Year,South,2025
1310,22,Female,Graduate,Malta,2.7,LinkedIn,No,7.2,8,In Relationship,1,4,Education,2,Laptop,Yes,Average,3,3rd Year,Central,2025
1311,19,Female,Undergraduate,Netherlands,3.7,Whatsapp,No,8.3,8,Single,2,4,Education,3,Tablet,No,Good,2,4th Year,West,2021
1312,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Socializing,4,Tablet,No,Poor,2,4th Year,North,2024
1313,24,Male,Graduate,Malaysia,2.2,LinkedIn,No,7.4,8,Single,0,3,Other,5,Laptop,Yes,Average,1,2nd Year,North,2025
1314,21,Male,Graduate,Italy,5.3,Whatsapp,Yes,6.8,5,In Relationship,3,8,Socializing,4,Tablet,Yes,Good,4,1st Year,West,2025
1315,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4,5,In Relationship,4,9,Education,3,Laptop,Sometimes,Poor,1,2nd Year,Central,2023
1316,21,Male,Graduate,UK,4.6,Facebook,Yes,7,6,In Relationship,3,7,Other,4,Laptop,Sometimes,Poor,3,1st Year,East,2025
1317,19,Female,Undergraduate,USA,6.9,Whatsapp,Yes,5.7,4,In Relationship,4,9,Other,4,Laptop,Sometimes,Excellent,3,4th Year,North,2023
1318,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.1,6,Single,3,7,Socializing,5,Laptop,Yes,Excellent,4,1st Year,Central,2020
1319,21,Female,Undergraduate,Mexico,6.3,Whatsapp,Yes,6.2,5,Single,4,8,Entertainment,4,Desktop,Sometimes,Poor,3,4th Year,West,2025
1320,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,Other,5,Laptop,No,Poor,3,2nd Year,Central,2024
1321,24,Male,Graduate,Denmark,4.5,X,No,7.3,7,In Relationship,2,5,Education,3,Tablet,Sometimes,Average,2,2nd Year,South,2022
1322,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5,5,In Relationship,4,9,Education,4,Desktop,No,Good,2,1st Year,Central,2022
1323,21,Male,Graduate,Italy,5.2,Whatsapp,Yes,6.9,5,In Relationship,3,8,Other,5,Laptop,No,Average,1,2nd Year,South,2022
1324,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,Education,3,Tablet,Sometimes,Poor,1,3rd Year,North,2020
1325,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Socializing,4,Laptop,Sometimes,Poor,2,2nd Year,East,2021
1326,22,Male,Graduate,Canada,5.2,Whatsapp,Yes,7,6,Single,3,7,Other,2,Tablet,No,Poor,2,1st Year,West,2023
1327,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,Entertainment,1,Desktop,Yes,Poor,4,3rd Year,East,2024
1328,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,News,5,Tablet,No,Good,3,2nd Year,Central,2021
1329,20,Female,Undergraduate,USA,6,Whatsapp,Yes,5,5,Complicated,4,9,Socializing,4,Laptop,Sometimes,Excellent,5,4th Year,South,2024
1330,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7,Other,3,Mobile,No,Excellent,2,1st Year,Central,2025
1331,22,Male,Graduate,Turkey,5,Whatsapp,Yes,7.2,6,Single,3,7,Socializing,5,Mobile,No,Average,1,3rd Year,West,2021
1332,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,News,5,Mobile,No,Poor,3,4th Year,East,2024
1333,21,Female,Graduate,Maldives,3.8,Instagram,No,8.2,8,In Relationship,2,5,Other,3,Laptop,No,Average,2,4th Year,South,2022
1334,19,Female,Undergraduate,USA,6.8,Whatsapp,Yes,5.3,4,In Relationship,4,9,Other,3,Laptop,Sometimes,Excellent,2,2nd Year,North,2024
1335,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,Other,2,Tablet,No,Average,4,2nd Year,East,2025
1336,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,Other,3,Laptop,Yes,Excellent,5,1st Year,East,2025
1337,23,Female,Graduate,Taiwan,2.6,LinkedIn,No,7.2,8,Single,1,4,Education,1,Laptop,Sometimes,Poor,3,2nd Year,North,2023
1338,19,Female,Undergraduate,Japan,4.5,X,No,7.6,8,Single,2,4,Education,3,Desktop,Sometimes,Average,2,4th Year,North,2021
1339,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,Education,2,Laptop,Yes,Average,4,4th Year,Central,2025
1340,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Single,2,5,Entertainment,5,Desktop,Sometimes,Average,2,3rd Year,West,2023
1341,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,Other,1,Laptop,Sometimes,Average,2,2nd Year,West,2021
1342,23,Male,Graduate,Canada,5.7,Whatsapp,Yes,6.6,6,Single,3,7,Socializing,4,Tablet,Sometimes,Average,5,3rd Year,East,2025
1343,20,Female,Undergraduate,Nepal,5.9,Whatsapp,Yes,5.2,6,Single,4,8,Education,5,Desktop,Sometimes,Excellent,3,3rd Year,West,2021
1344,22,Male,Graduate,Poland,3.1,Facebook,No,7.1,7,Single,1,5,Entertainment,2,Laptop,Sometimes,Good,3,1st Year,West,2024
1345,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,In Relationship,3,6,Socializing,4,Desktop,Sometimes,Average,2,3rd Year,South,2022
1346,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.8,4,In Relationship,4,9,Socializing,3,Tablet,Yes,Average,5,2nd Year,West,2024
1347,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7,Socializing,3,Tablet,No,Poor,2,3rd Year,West,2024
1348,19,Male,Undergraduate,France,4.8,Snapchat,Yes,6.2,5,Complicated,3,7,Socializing,5,Mobile,No,Good,3,2nd Year,East,2020
1349,20,Female,Undergraduate,Pakistan,5,Instagram,Yes,6.6,5,In Relationship,4,8,Socializing,1,Tablet,Sometimes,Excellent,1,4th Year,East,2024
1350,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,Education,4,Tablet,No,Poor,1,1st Year,East,2020
1351,22,Male,Graduate,Russia,4,VKontakte,No,8,7,Single,2,5,Entertainment,2,Desktop,Sometimes,Average,3,4th Year,South,2024
1352,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,Entertainment,2,Laptop,No,Poor,1,3rd Year,North,2021
1353,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,News,1,Tablet,No,Excellent,3,1st Year,North,2024
1354,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Education,2,Tablet,Sometimes,Good,2,3rd Year,Central,2022
1355,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,Other,5,Laptop,Sometimes,Average,2,4th Year,East,2020
1356,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7,Entertainment,5,Mobile,No,Good,1,1st Year,North,2024
1357,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,Education,4,Tablet,No,Poor,1,1st Year,East,2023
1358,21,Male,Graduate,Italy,5,Instagram,Yes,7.1,5,Single,3,7,Socializing,1,Mobile,Sometimes,Excellent,5,4th Year,South,2023
1359,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,In Relationship,3,7,News,5,Mobile,Yes,Excellent,4,2nd Year,West,2020
1360,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,News,4,Mobile,No,Excellent,4,4th Year,South,2024
1361,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,Other,4,Desktop,Sometimes,Good,5,1st Year,North,2020
1362,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,Socializing,3,Tablet,No,Good,5,4th Year,East,2020
1363,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Other,1,Laptop,Yes,Average,5,4th Year,East,2025
1364,19,Female,High School,Costa Rica,5.7,Instagram,Yes,5.5,5,Single,4,8,Other,1,Desktop,Sometimes,Excellent,3,3rd Year,East,2020
1365,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,Socializing,5,Desktop,Sometimes,Good,4,1st Year,South,2020
1366,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,Education,2,Tablet,No,Average,1,1st Year,Central,2021
1367,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,News,1,Tablet,No,Excellent,3,1st Year,North,2024
1368,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,Other,1,Tablet,No,Good,5,2nd Year,Central,2020
1369,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,News,1,Desktop,No,Good,1,3rd Year,North,2021
1370,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,News,3,Tablet,No,Good,2,1st Year,South,2023
1371,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,Entertainment,3,Tablet,No,Average,3,2nd Year,South,2021
1372,21,Female,Graduate,Pakistan,5.2,Instagram,Yes,6.4,5,In Relationship,4,8,Entertainment,1,Desktop,No,Poor,2,4th Year,East,2020
1373,19,Female,Undergraduate,Romania,5.6,Instagram,Yes,5.6,5,In Relationship,3,8,News,2,Mobile,Yes,Average,3,4th Year,West,2020
1374,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,News,1,Mobile,Sometimes,Poor,1,2nd Year,East,2021
1375,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,Education,1,Tablet,No,Poor,4,2nd Year,Central,2024
1376,20,Female,Undergraduate,USA,6,Whatsapp,Yes,5,5,Complicated,4,9,Socializing,4,Laptop,Sometimes,Excellent,5,4th Year,South,2020
1377,20,Female,Undergraduate,India,4.6,Instagram,Yes,4.6,6,In Relationship,3,7,Socializing,4,Laptop,Sometimes,Average,3,1st Year,South,2025
1378,22,Male,Graduate,Turkey,4,Whatsapp,Yes,8.2,6,Single,3,7,News,1,Mobile,No,Poor,1,1st Year,North,2022
1379,22,Male,Graduate,Maldives,4.9,Whatsapp,Yes,4.9,6,In Relationship,4,8,Socializing,1,Laptop,Sometimes,Good,4,2nd Year,North,2022
1380,20,Female,Undergraduate,Peru,5.5,Whatsapp,Yes,5.6,5,Single,4,8,Other,1,Tablet,Sometimes,Average,5,2nd Year,West,2023
1381,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,Socializing,4,Laptop,Yes,Excellent,2,1st Year,North,2022
1382,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,Other,1,Laptop,Yes,Excellent,4,1st Year,North,2023
1383,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,In Relationship,3,6,Socializing,4,Desktop,Sometimes,Average,2,3rd Year,South,2025
1384,23,Male,Graduate,UK,6.3,X,Yes,6.2,5,Single,4,8,Socializing,5,Mobile,Yes,Excellent,3,1st Year,Central,2020
1385,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,Entertainment,5,Laptop,No,Excellent,3,4th Year,South,2024
1386,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,Other,1,Tablet,Yes,Poor,4,4th Year,Central,2023
1387,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,Other,2,Laptop,No,Excellent,4,4th Year,North,2024
1388,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,News,1,Tablet,Yes,Good,4,3rd Year,Central,2024
1389,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Socializing,4,Laptop,Sometimes,Poor,2,2nd Year,East,2020
1390,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,Entertainment,1,Tablet,Sometimes,Poor,4,2nd Year,South,2020
1391,21,Male,Graduate,Pakistan,4.6,Instagram,Yes,6.5,5,In Relationship,3,7,Education,3,Desktop,Sometimes,Excellent,5,2nd Year,South,2020
1392,19,Female,Undergraduate,Brazil,6,WhatsApp,Yes,6.5,6,Single,3,7,News,4,Laptop,Sometimes,Poor,5,2nd Year,East,2022
1393,20,Female,Undergraduate,Morocco,4.5,Whatsapp,Yes,5.8,6,Single,3,7,Entertainment,2,Tablet,Sometimes,Poor,5,3rd Year,North,2025
1394,19,Female,Undergraduate,Bangladesh,5.3,Instagram,Yes,6.1,5,Single,3,7,Entertainment,4,Laptop,Sometimes,Good,1,1st Year,South,2022
1395,24,Female,Graduate,France,4.8,X,No,7.3,7,In Relationship,2,5,Other,3,Tablet,Sometimes,Excellent,2,2nd Year,West,2022
1396,22,Male,Graduate,Nepal,4.1,Facebook,No,7.9,7,Single,2,5,Education,4,Tablet,No,Excellent,3,2nd Year,West,2025
1397,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,Education,3,Mobile,Sometimes,Excellent,3,4th Year,Central,2025
1398,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,Education,2,Mobile,No,Excellent,5,1st Year,South,2025
1399,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,Education,1,Desktop,Sometimes,Excellent,5,3rd Year,Central,2023
1400,19,Female,High School,UAE,6.2,Instagram,Yes,5.1,5,In Relationship,4,9,Entertainment,4,Mobile,Yes,Excellent,1,1st Year,East,2020
